text,label,google
教室攝像頭家長可實時觀看這種事情非常利於孩子健康成長，因爲上課時有無數雙眼睛盯着，會有活在舞臺中央的感覺，會激發孩子表演出更好的自己，而且從長遠看，也利於孩子克服內向，從小上課就被盯着，以後工作了老闆出現在身後也不會怯場，會更有出息。 ​​​,0,1
新版MSN下載可以再慢一點!X-快一個小時了還沒load完是怎樣....,0,0
雨!你可以再下大一點沒關係~,0,1
淦......lab冷氣壞掉......可以再熱一點.....X-(,0,0
"剛剛中x銀來電推銷儲蓄的意外險,說什麼繳2年後可以不繳還可以保到20年,如果中間繳不出來可以停繳兩年.最好可以再沒道德一點啦!騙人不懂保險呀",0,0
很好我他媽的又發了個忘記附件的信出去都不丟臉,0,1
據瞭解，“軍訓走進食堂”只是我國特色軍訓的第一步，以後還會有“軍訓走進網吧”、“軍訓走進澡堂”、“軍訓走進燒烤大排檔”等豐富多彩的形式，以此磨練新生堅強意志。,0,1
聽奧競賽場次可以再亂一點沒關係X-(,0,0
原來日本也有小品哦[挖鼻屎]那央視和馬桶臺豈不是五十步笑百步了？ 沒看春晚一會兒起來看看正版[挖鼻屎],0,1
她懷的是妖怪~~鑑定完畢。[偷笑] 請生過娃的母親們給鑑定鑑定此圖的真假！,0,1
狗需要通過嗅到和發現同類的糞便，才能感受到生活在狗的世界，而如果把狗屎及時清掃，狗找不到同類的糞便，則會長時間緊張心悸，感覺自己生活在陌生的世界。另外，狗的基因裏寫滿自由，不喜束縛，每次遛狗時栓着狗，也都會對狗的身心造成巨大傷害。所以綜合狗的習性和養狗習慣，中國人才是最有資格養狗的。,0,0
這是甚麼鬼天氣，真的可以再爛一點沒關係:-&,0,0
太好了～終於要再一次接受漏水測試了！:-&,0,1
一顆心噗通噗通的狂跳。很好，我真的覺得有東西快從我喉嚨裏跳出來了:-&,0,1
那不屑的眼神，是在說“一羣sb，有什麼好看的”,0,1
貴國文化人兒扎堆往瑞典元素靠又成趨勢了，噴了。幫幫忙好伐，剛的一體死噶,0,1
"那些阿都阿主管有沒有這麼好乾阿，你們母公司來稽覈，去的通通是主管，我們部門你要我一個小小助理去擋!!很好，接著我得到的回覆是""最清楚的就是處理人員""，然後所有表格通通丟給我填，然後填完回出去，又說還要他同意。是怎樣，阿不然資料通通丟給他填嘛，奇怪勒，丟給我幹嘛。＝＝凸X-(",0,0
你可以再誇張一點辦公室熱的要死你不要空調一打立刻穿外套到底是不是男人這麼虛X-(,0,0
回覆 [囧]，[囧] 亮點在此：全民醫保只需200億美元，某朝說沒錢。踢國民的襠，舔外國的菊，sigh,0,0
很好個噗浪~你可以在跑慢一點...:-&,0,1
張琪燦damon:今晚ccav精彩回顧：劉謙與董卿的經典對白徹底無語了“董卿小姐，堅硬嗎？……嗯，堅硬！”“你要我從哪個地方穿過去？......中間吧！=董卿：劉謙再來一次嘛~董卿：（劉謙你）太棒了！|oh~yeah~~董卿：一年不見，你的手越來越靈活了……真是太棒了！,0,1
索尼愛哩死的工程師可以再低能一點沒關係!記憶電池失效關韌體屁事啊?想呼巄我!竟然還跟我說用旅充就不會再發生類似情況！那我多買一顆原廠電池是買心酸的唷！X-是不專業耶,0,0
再讓我買不到就組團去公司CEO家搶老婆中國人覺的得不到總是好的,0,0
實在沒辦法接受這種處理事情的態度。可以再給我擺爛一點X-(,0,0
還和乾爹“常相愛”呢乾媽也不出來不管管這孩子2012乾爹的磨難年,0,0
如果學生犯錯，學校就直接開除，這種操作看似簡單，但卻很不負責。犯了錯的學生，直接開除，放到社會，就會有危害社會的風險。而負責任的學校則會選擇留校察看，幫助其改正思想，重新做人。因此留校察看不僅是學校負責的表現，更是對自己教育實力的一種自信,0,0
法拉利可以再腦殘一點傲慢也不是這種傲慢法,0,0
昨天就掛斷兩次我還以爲電話壞了呢咱真不能都怪電話[偷笑],0,0
元旦煙臺富士康員工墜樓身亡死者新入職不足兩個月富士康你是風水有問題呢還是公司有問題呢。。。,0,0
終於租到20世紀少年!!!!!!!!!!!!!然後又跟家裏吵了一架!!真是太好了阿,0,1
一些網友吐槽現在的選秀不好看，以爲是優秀人才都選沒了，導致節目質量下降。其實真相未必如此，優秀的人肯定還有很多。節目組可能是很有社會責任心，發現現在年輕人普遍自卑，於是故意找些一般的選手，讓熒幕外的年輕人感覺自己並不比選秀明星差，這樣他們就能更自信樂觀地面對人生了,0,1
http://tw.news.yahoo.com/article/url/d/a/091019/1/1t8tu.html胸罩被打理由是詐欺)這也太屌了，那些男人是在憤恨不平甚麼勁啊!,0,0
目前環境下，很多選手會發現，唱rap想出名，要麼唱得特別好，要麼唱得特別不好。而唱得特別好很難，唱得不好卻很簡單，而且唱得不好中再帶些奇怪的小特色，則更容易火。因此未來上節目前，先師從劉能趙四，掌握一門磕巴式rap或咧嘴式rap，纔可能在詩朗誦中脫穎而出。,0,1
這就是太平洋的高空景觀你妹啊還不如我家呢[睡覺]@方逸瓊Duchess,0,1
阿狸版江南style。你敢不敢再可愛一點！,0,1
天氣可以再熱一點啊!!!是想熱死我嗎X-(,0,0
啊？難道gmail不能登錄嗎？虧我還最相信gmail了,0,0
【藍媒e搞】公車上銷魂的睡姿虧他想得出來的傷不起傷不起,0,0
30號，廣州陳先生的第二個孩子出生，比二孩政策正式落地提前了兩天，仍要交8萬罰款。陳先生說，半年來天天對這二孩胎教，告訴他晚點出來的話，那八萬以後都是他的，結果孩子還是不聽話早出來了，估計長大也是個熊孩子，於是給他起名叫——不乖。,0,0
全因有你，拜你所賜。做怨婦挺快樂的。哈！，肯定系你地啦 @jaymenL,0,1
看到西安，哥樂了。這個取景，現在再過100年估計還是一樣，呵呵,0,1
現在已經蘿蔔快了不洗泥。 北京的兩所兒童醫院早已不堪重負， 累死醫生無所謂，北京，真有你的,0,0
"很好!本來想到公司避暑,沒想到公司冷氣壞了",0,1
轟胎~可以再強一點嗎.....,0,0
"""非死不可""的開心農場可以再給我爛一點",0,0
真的可以再無聊一點。我把蛋從冰箱拿出來，隨意放在一個煎鍋上，想讓它們回覆室溫。阿莫先生說**你不知道煎蛋要把蛋殼拿掉嗎？你要把這個廚房小祕密寫到書上喔**起牀至今兩小時，喝了水喝了咖啡喫了點心，他還不斷重複玩這遊戲。,0,0
北京的領導鬆了口氣，再挺一挺輿論焦點就轉移到天津那裏了。,0,0
很好，主管還是不可信的....,0,0
我們都是苦逼哈哈[哈哈]看人家教授再看看咱教授就會他媽＂這周還是十張手繪＂@K-Crave,0,1
"居然拿到機王,運氣還真好...明天又要跑一趟,真麻煩",0,1
周小姐很有才很有創意也很鹹溼齊B小短裙虧他能想得出以後普通人是不會日她了留給2會把,0,1
[偷笑]以五十步笑百步！， 易居“被老二”了，中原'被失蹤”了！， 易居爲什麼排第二？中原呢？都是當年的老大呀。,0,0
有美國網友提出，現在的阿拉斯加白天二十多個小時，黑夜只有區區幾個小時，有的地方甚至全天白晝，不給黑夜一點空間，對黑夜非常不尊重，這樣的地方讓倡導種族平等的美國人感覺羞愧難當，因此他們建議，不如直接將這丟人的阿拉斯加還給俄羅斯。 ​​​,0,0
我想...我快失業了....老闆你可以再討厭一點!!,0,0
唯獨貴人一點不好的就是貴人多忘事~其他都好~碰到多忘事的貴人那就自己默默做貴人的記憶芯片吧~,0,1
拜你所賜的一週年紀念，你的皮究竟有多厚？你不會心虛？還這麼坦然自若的進出？看着你，真膈應！！[吐][吐][吐],0,0
很好老媽說星期日要回四川去，最近越來越常搞兩個人都不在家的狀況了,0,1
慘嗎？我覺得他們特別的幸福啊，安倍急不可耐的想再來一回。,0,1
灣正式進入政府一言堂的時代)：偉大的衛生署長楊志良昨天表示，「不專業」的人不可以評論衛生署H1N1疫情,0,0
做雞都嫌你閪臭啦！[鄙視] 影衰90後，影衰女人！[弱],0,0
中國沒有言論自由，你敢說我就封了你的嘴，打了你的腿。，轉發微博,0,0
"很好阿!X-司可以鎖的外部網站全都鎖了->無名/噗浪/臉書/雅虎購物全都要下班時間纔開放,以後上班只剩福利課陪我了!是不要乖乖上班就是",0,0
當今只要你敢脫，敢不要臉，就能成名人，[鄙視] 又紅了一位肉彈[喫驚] 哇!又見豔照!,0,1
現在網上跟他人爭論，如想立於不敗之地，可搶先承認自己是蛆，因爲如今不管你持什麼不同觀點，都會被對方稱爲xx蛆，所以蛆已大衆化，不丟人，而且對方一般除了會說你是蛆，也就沒其他內容可輸出了，你先把他的招使了，他就不知接下來如何攻擊了。 ,0,0
美國的醫療還真先進啊！白血球持續下降就直接進無塵室隔離！那之前我掉到只剩1000多，怎麼還可以到處晃來晃去，還外出洗頭哩,0,0
圍觀~~每個留學生心中滴女神！！！[淚]還真是第一次這樣見到這個老太太呢跟瓶子上長得差太多了吧,0,1
我一直有疑問，一個1、67米的男人能當兵？[衰][衰][衰]而且還是各種都一流的，貌似特種兵？？,0,0
問出去玩的事這麼不想回答，很好呀！我也不是很想淌這個渾水！搞得我好像求你。!,0,1
趕緊入日本籍自行車還有希望再買一輛吧！，，轉發微博,0,1
....Boss你也太早講了吧..明天就要繳論文計劃書+核研所報告+書報報告+KM作業:-&,0,0
清晨五點入厝...半仙還真會給我挑的好時辰哩!,0,1
"今天早起,比較早去公司,然後運氣還真好...居然撞車了",0,1
[怒]雖然看過但再看一次還是如此憤怒農民工讓坐卻遭女子白眼,0,0
好了好了..這下真的太好了.........我漂亮又愛遲到的女人來了:'-(,0,1
如果真的這樣還不如中美合作所的刑罰呢畜牲[怒]反動派在歌樂山渣滓洞對江姐動刑也不過如此,0,0
:'-好我私藏ㄉ免稅煙都抽完ㄌ...我要倒在地上大哭一場ㄌ...失業ㄉ人一包九十大洋ㄉ煙抽不起...,0,0
各個景區人都多，如廁、喫飯、買票等都需要排隊，一趟旅程下來，通過好幾天的排隊肯定會鍛鍊和培養自己的文明素質,0,1
小勝靠智商，大勝靠缺德！by：牛根生,0,0
原本就是一個師傳，五十步笑百步而已。 ， 做新聞，全世界，你們最勇敢。,0,1
得獎公佈一延再延你很好阿你BenQ，評審名單不是該幾個月前就確定了，怎麼會關鍵時刻纔來說目前評審都在國外所以決審順延!?理由不充足啦!!!X-(,0,0
警察也不是爲人民服務的找回來的想法早點打消吧別做夢咯[挖鼻屎],0,0
很好~我又睡不著了~時間作息要趕快調回來~不然我之後的生活就會很麻煩啦~:'-(,0,0
很好....頭髮在這樣掉下去!我看不出兩個月就要變燈炮了..,0,0
今天七點半才下班~很好~VERYGOOD~祝你考試100分~,0,1
很好，今天整個再computex忙到晚上9:40，又給公司賺到1.5個小時,0,1
很好~她不是在洗澡...剛剛打給我說：「對不起~我忘記了>,0,1
很好...又天亮了...睡覺時間又到了:-&,0,1
很好!!腦袋還是不靈光...:-(,0,1
很好!難得的週末我竟然只能待在家:'-(,0,1
卓偉曝出鹿晗有女友和孩子後，很多媒體收到大量證實信息，總計約有9萬多女孩自稱是鹿晗女友，併爲鹿晗生過孩子。談起與鹿晗的愛情時，她們都很看得開，沒有怨言，表示孩子她們自己帶就行，鹿晗不給名分也無所謂，只要有空一月來看她們娘倆兒幾次就好。 ​​​,0,1
喵兄！你的睡相可以再醜一點嗎？,0,0
"TVBS記者大人們的素質果然很好很強大...剛剛採訪從災區救出來的小孩子竟然問他""爸爸在哪裏""...我就不信他們不知道國軍是先救老弱婦孺",0,1
很多人沒意識到，給明星送禮，粉絲其實並沒有真正花錢。因爲明星收了粉絲的禮物，然後轉手在網上原價售賣，粉絲馬上再買回來，禮物又回到粉絲手裏，物歸原主，所以粉絲等於壓根沒花錢，還白賺了一件明星摸過的東西。 ,0,0
"叫一個一句日文都不懂的人跑去日本看展,然後拿一堆天書回來叫我翻譯且還是照片沒有檔案)!!!你們這些人可以再腦殘一點...",0,0
很好~夜騎完貓空~體重有增無減!!!X-(,0,1
有分析認爲，雙十一當天，懂事的單身人士應該給情侶打錢。因爲許多年前的雙十一是單身人士備受嘲笑和譏諷的日子，後來因爲情侶們在這天瘋狂購物，才讓人們漸漸忘了這是光棍節，也正因如此才讓單身人士免於每年被嘲諷的尷尬。因此單身人士應對情侶充滿感激之情，雙十一當天最好給情侶們打些錢報報恩。,0,1
[Mabi]很好...解封也不給放銀行硬要喫格子就是了!!!,0,1
《人民的名義》中，高小琴從一個沒背景的普通女孩，用短短十年就奮鬥成爲身家數十億的美女老闆。而這部劇能受歡迎，很大原因是觀衆對劇情感同身受，這也就證明現實中高小琴這種勵志女孩很多，更證明我國階級流動很強，完全不存在所謂的階級固化問題。 ​​​,0,1
哦冊那原來那個搭配的格子襯衫不是一般滴噁心他跟拍還嫌不好啊腦子有病啊,0,0
得到梅西與巴薩分手的消息後，好幾支中超球隊立即展開了對梅西的追逐。消息稱，追逐梅西的這幾支球隊還並非廣州、山東、北京等強隊，而是幾支中下游球隊，他們簽約梅西有自己的算盤：那就是簽下梅西后，工資照常先欠着，踢個半年後梅西和其他隊員處成了兄弟，一看其他兄弟比自己欠薪週期還長，作爲隊內首富兼足壇首富，梅西過意不去，就會自掏腰包給兄弟們發了工資，這樣俱樂部欠薪問題就得到了解決,0,1
爲什麼狗會在主人死後啃主人的臉，最新研究發現，是因爲現代人每天往臉上抹好幾斤化妝品，臉上存滿各種有毒化學物質，而狗鼻子好用，早已發現這一祕密，但沒法說，於是主人死後，便主動去啃主人的臉，因爲它知道這臉有毒，它希望通過這種服毒的方式與主人一起走。,0,0
好吧!一個纔剛形成的颱風打亂了所有的行程...很好、很好....,0,1
這周的假期又過玩了...很好我還是在亂亂的房間裏...找地方睡覺...,0,1
約九成的兒童搞不懂六一兒童節是幹嘛的，因爲他們發現大人們這一天也都在過節，大學生的哥哥姐姐們都在互祝六一快樂，鄰居叔叔也給阿姨買禮物祝她六一快樂……而這一天他們還得表演節目給大人們看，大部分兒童都覺得六一應該叫大人節纔對。 ​​​,0,0
北京一大媽在小區門口開了一家診所，幫人看病、替人開藥甚至還辦班講養生。但前幾日，該診所因爲不具備相關資質而被有關部門查處。大媽解釋說，去年看了一年的朋友圈，養生知識積攢了一籮筐，於是嗅到商機這些知識可以賺錢，就索性開了家診所。,0,0
千錯萬錯~都是災民的錯~政府已經做得很好囉!,0,1
我也覺得湖南教育廳挺二的 那會組織的省級比賽 居然連獎金都沒有 真是滑天下之大稽 估計都被貪了,0,0
報館做到這個份上關門算了，免得再丟人現眼。 ，【西安晚報：“天價煙”報道記者石俊榮 “停職總結”】,0,0
【長期觀看健身視頻或有助於減肥】英國科學家研究發現，人在觀看健身視頻時，健身影像通過視覺神經傳輸到大腦，然後大腦又傳遞給脂肪，脂肪這時會以爲自己的主人馬上要學習健身了，它們因擔心自己命運而產生巨大恐懼，嚇得萎縮起來，再持續觀看，很多脂肪就會因過度恐懼而自燃，從而起到減肥效果。 ​​​,0,1
[buymore]RestaurantCity今天程式小改版，最重大的更新是，可以花錢買每日特別販售食材了！但這些食材索價不斐，一份動輒八九千元，還真是「特價」啊...可惡的是今天的特售食材還不是我目前最缺的，我需要馬鈴薯雞蛋沙拉葉草莓義大利麪條奇異果啦。X-(,0,0
臺北中山區的房東可以再跩一點沒關係,0,0
濟南VQ果汁吧店員收完錢不洗手22元果汁成本三四元我還喝過呢！！！,0,0
你的朋友都是優點，都是好人，誰TM擠不出幾個優點，你敢說他明顯的缺點麼？你的評價和你的房價一樣，虛高,0,0
還沒過隧道呢枉費我今天難得早上睡不着起這麼早[睡覺][睡覺][睡覺]困了[挖鼻屎],0,0
抱怨什麼？你們家沒有西北風嗎,0,0
地鐵啃鳳爪被拍女子的朋友透露，她常年有精神方面的疾病和問題，而大夫建議她平時多啃鳳爪，通過鳳爪刺激的味道以及啃食過程中艱難地骨肉分離過程，來分散注意力，轉移精神方面問題，以緩解不適。所以她朋友希望網友多一些寬容和理解。 ​​​,0,1
文明古國文化要冒進，滑天下之大稽！，文化大躍進比大練鋼鐵還可怕!,0,0
右邊那個我以爲是坨屎呢我還說呢你這是親爹嗎,0,0
爲什麼明天要開會今天下午纔給你通知，公園院還真有你的！,0,1
錢荒到底是誰荒呀？銀行還是政府還是廣大羣衆？,0,0
不做虧心事，不怕鬼敲門。虧心事做多了吧虧你還清華的呢,0,0
今天總騎乘時間4小時08分86公里平均時速20.7公里很好我累了--*,0,1
在法國教育委員會的要求下，法國公映的《瘋狂動物城》已全部刪除和樹懶有關的片段。因爲教育委員會擔心未成年人在觀看後，把影片中樹懶的行動遲緩和呆頭呆腦當做流行文化，大規模模仿，導致學習效率低下，毀掉一代人，所以決定刪掉樹懶片段。,0,0
孟非很想和郭德鋼合作上一檔節目郭德鋼不肯後來鬱悶的孟非把這檔節目的名字定爲“非常缺德”,0,0
回覆 一個披薩切八塊兒不夠喫，所以切了16塊兒。[哈哈]，你敢切得再小點兒嗎,0,0
先把舊的編碼接成新的編碼然後再把新的編碼接上實驗室的編碼然後再把編碼接上名錄如此四個輪迴可以再囉唆一點沒有關係,0,0
我恨你，昨天沒祝我生日快樂！虧我還是蒸聽友,0,0
近年來歐美一些國家的旅行社爲滿足當地民衆的獵奇心理，爭相推出了赴中國觀賞霧霾的“中國霧霾遊”。這些旅行社時刻關注中國各地天氣，哪裏有霧霾立即組織遊客搭飛機前往旅遊觀霾。甚至一些旅行社還打出了“這輩子沒趕上倫敦的霧，那就不要再錯過中國的霾”的廣告語,0,0
很好!!!....右邊的耳環不見了...,0,1
垃圾分類實施後，溼垃圾桶將變成野貓的貓糧碗，野貓將因可輕鬆獲得食物而不斷繁殖，不久貓就會成爲地球數量最多的智慧生物。而家貓更是在近些年將多數人類徹底馴化，貓的整體勢力壯大後，家貓野貓裏應外合，入侵每家每戶，將所有人當成奴隸，晉升爲地球新主人。,0,0
很好~論文沒寫完，我已經會玩噗了!:'-(,0,1
衆所周知，沒人敢招惹迪士尼，而一旦有人主動去招惹，或許就是遇到了什麼困難，模仿荒島求生，釋放求救信號。因此是否可能存在這種情形：設計者正深陷傳銷組織，沒法與外界聯絡，於是用參賽贏獎金幫組織賺錢的藉口騙過頭目，然後企圖通過侵權引起迪士尼注意，讓迪士尼法務順着網線找到他們窩點，最後獲得解救。,0,0
"老闆說17號一定要,下面的說他沒空~很好,那就老孃自己做",0,0
"昨天去看中醫,晚上九點出發12點纔到家!可以再等久一點哪@_@而且走出診所之前才發現其實用拿藥的就可以了",0,0
丈夫在家對妻子偶爾使用暴力，可以讓妻子有離婚的念頭但又沒有離婚的行動，會讓她因潛意識裏有二次擇偶危機感而保有上進心，保持好身材和魅力值。同時男方也會因爲動用武力而感受到自己的權威和自信，在外面事業更容易成功，爲家庭賺取更多金錢。 ​​​,0,1
這站看似火車站吧還不是比滴新廣州人搞爛[挖鼻屎][挖鼻屎]:看來要出一個地鐵保險團購纔行……,0,0
近來常有人感慨，冰雪奇緣上映都6年了，武林外傳播了都13年了，感覺時光飛逝，感嘆飛速老去。對此專家支招，爲防感覺時間加速，從2020開始最好拒看任何影視劇，越火的劇越要做到堅決抵制，這樣幾年後人們談論起來2020年的劇而感嘆時光飛逝時，你會因爲對這些劇完全沒印象而感受不到，也就因此擁有了比別人更年輕的心態。,0,1
評論指出，冬至中國喫餃子，感恩節美國喫火雞。但美國人過節時要特赦一個火雞，特赦後接着喫其他火雞，其虛僞本質可見一斑。而中國人過冬至時，從來沒有假惺惺特赦過一個餃子，一直堅持喫就完事了。所以從過節就可以看出美國人的虛僞，和中國人的真誠不做作。 ​​​,0,0
【扯蛋】看到這圖，你們想到了誰？我會告訴你們是人民某報嗎？,0,0
"很好,第八張!!!!!X-察先生,你是不是愛上我了?",0,1
原來是pucci的我還以爲是上海製衣二廠生產的呢衣服真得分人穿啊,0,1
星期一真是充實阿:'-blue的時間都沒有,0,1
很好，現在才收到簡訊，但我今天沒空,0,1
有人喫過鮪魚罐頭裏面的魚鱗嗎??很好...我可能是史上第一位,0,1
回來後我發現廣電被外國人佔領了……不獨泥轟金和噢八……[害羞]難怪溝裏荒無人煙哪[哈哈],0,0
勒是哪個？？給我啷個一個檯曆，太看得起我了，我完全hold不住喲，啷個大兩條銀龍，太吉祥了啥，而且還給我配了每天的孫子兵法，看來我要出人頭地了,0,1
研究發現，我們對財神的期待，本質上是對一個專屬atm奴的期待，但因爲atm奴這名字不好聽，然後我們又給他起名叫財神。,0,0
嗯哼...很好。我體驗了220V的電擊!!:-&喔買嘎！～整個彈跳了起來！:-))空白一片,0,1
有專家解讀現在年輕人爲何總喜歡熬夜，因爲他們生活太幸福，現實生活中擁有的東西讓他們太滿足，當現實比做夢還美好時，人們到了晚上就會不捨得入睡，通常就喜歡熬夜。相反世界其他一些落後的地方，人們都希望夜晚趕快來臨早早入睡，就是因爲夢中比現實更幸福。,0,1
很好。因爲剛剛太...我現在超餓的、要喫頓好喫的來安慰自己。,0,1
很好...開始下雨了!這是表示明天計劃取消了是嗎!?,0,1
很好....我的牙齦縫合傷口發炎了...原來用手摸才知道線頭這麼前面根本每天刷牙都會被我扯到==每天晚上都很痛消炎藥喫完了都沒有好一點現在是要怎麼辦....嗚嗚好痛,0,0
【未來姓王姓張的年輕人更容易找到對象】專家分析，因夫妻爭奪孩子冠姓權越來越激烈，未來人們會意識到，找一個與自己同姓的伴侶，就不會有這種矛盾，婚後生活也就更和諧。而因爲姓李、王、張的人更多，所以這些人也更容易找到對象。“但無論你姓啥，未來都是屬於'同姓戀'的”，該專家總結道。 ​​​,0,1
看到有人被騙，我提醒他，他說我多事；繼續被騙，我再提醒他，他說你以爲你是誰？於是，第三次，我閉嘴了。,0,0
名字裏帶“冰”、“寒”、“冬”等字的人，因讓人感覺涼快想靠近，在夏天相親時比北京戶口都更喫香，而且就算不相親，夏天也會有不錯的桃花運。而相反，名字裏帶“陽”、“暖”、“夏”等字的人，因聽名字都覺熱，則易招人嫌棄，被同學朋友疏遠。 ​​​,0,1
學習看來你最近是真有些閒啊都開始研究二會了演講方式方法學習[挖鼻屎],0,1
有傳播學教授指出，現在幫偶像洗白，如果表明是真粉，會被圍觀羣衆無視甚至嘲笑，而如果假裝路人，也會被揭穿，所以現在最好的辦法就是僞裝成黑粉，然後發言，這樣可以起到引發圍觀羣衆理性思考的作用。例句如“雖然我祖上八十代都討厭秦始皇，身邊也沒有皇友，但最近這事秦始皇確實挺冤的……”,0,0
報告忙的要死，你你你...還打電話來鬧!你你你，三更半夜不回家X-們，很好很好!!!去你的***###@@@,0,0
很好...兒子滾了一個晚上..我就醬睜著眼看日出!!,0,1
